# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 1608, mean observations per image: 3658.31
1772 0.280308 0.200239 0.918444 0.194404 1.12544 -3.5283 2.79639 1772 frame_0000002575_1.jpg
1771 0.287999 0.195399 0.917785 0.191173 1.09524 -3.49112 2.85471 1771 frame_0000002570_1.jpg
1770 0.286232 0.194574 0.920163 0.183063 1.11284 -3.44895 2.90125 1770 frame_0000002565_1.jpg
1769 0.295277 0.193372 0.917386 0.183906 1.05719 -3.44672 2.93389 1769 frame_0000002560_1.jpg
1768 0.302541 0.196622 0.914724 0.181903 0.986404 -3.44675 2.96241 1768 frame_0000002555_1.jpg
1767 0.322068 0.208243 0.90639 0.177098 0.772749 -3.46368 3.02198 1767 frame_0000002550_1.jpg
1766 0.347419 0.22194 0.893073 0.180178 0.494836 -3.52626 3.03307 1766 frame_0000002545_1.jpg
1765 0.358123 0.221163 0.890945 0.170445 0.413866 -3.48226 3.13186 1765 frame_0000002540_1.jpg
1764 0.337228 0.214092 0.901955 0.164071 0.62225 -3.46032 3.16885 1764 frame_0000002535_1.jpg
1763 0.332798 0.21756 0.90286 0.163574 0.61554 -3.50159 3.17877 1763 frame_0000002530_1.jpg
1762 0.330704 0.232416 0.902547 0.148413 0.499247 -3.5044 3.28301 1762 frame_0000002525_1.jpg
1761 0.342579 0.239615 0.897396 0.141087 0.319624 -3.50884 3.34947 1761 frame_0000002520_1.jpg
1760 0.32674 0.253336 0.906595 0.0845381 0.337711 -3.23601 3.64962 1760 frame_0000002515_1.jpg
1759 0.294026 0.297728 0.907543 0.0356668 0.339828 -3.11453 3.77264 1759 frame_0000002510_1.jpg
1758 0.342983 0.31213 0.885757 0.0192749 -0.163559 -2.84576 3.84314 1758 frame_0000002505_1.jpg
1757 0.496759 0.253156 0.828082 -0.0585114 -1.23577 -1.75029 4.45655 1757 frame_0000002500_1.jpg
1756 0.530597 0.233399 0.810783 -0.0813756 -1.47022 -1.398 4.51808 1756 frame_0000002495_1.jpg
1755 0.556759 0.207111 0.796569 -0.112262 -1.62031 -0.968129 4.60188 1755 frame_0000002490_1.jpg
1754 0.567947 0.132038 0.788315 -0.196373 -1.46699 0.0642562 4.77681 1754 frame_0000002485_1.jpg
1753 0.579622 0.0821291 0.76771 -0.260605 -1.4931 0.901462 4.68938 1753 frame_0000002480_1.jpg
1752 0.619583 0.000237954 0.69404 -0.366641 -1.88434 2.24817 4.09529 1752 frame_0000002475_1.jpg
1751 0.625981 -0.0324711 0.665064 -0.405935 -1.97237 2.70159 3.80967 1751 frame_0000002470_1.jpg
1750 0.630711 -0.0420688 0.655707 -0.412895 -2.0353 2.78102 3.7228 1750 frame_0000002465_1.jpg
1749 0.636043 -0.0395596 0.650714 -0.412862 -2.10085 2.77819 3.69685 1749 frame_0000002460_1.jpg
1748 0.642245 -0.0319866 0.648992 -0.40658 -2.17046 2.70968 3.70682 1748 frame_0000002455_1.jpg
1747 0.645899 -0.0292482 0.647822 -0.402847 -2.20711 2.66635 3.70524 1747 frame_0000002450_1.jpg
1746 0.647027 -0.0245552 0.64998 -0.397843 -2.21199 2.6117 3.73749 1746 frame_0000002445_1.jpg
1745 0.646144 -0.0185712 0.653542 -0.393745 -2.19438 2.55592 3.76868 1745 frame_0000002440_1.jpg
1744 0.638007 -0.0157014 0.659473 -0.397235 -2.08051 2.56531 3.79702 1744 frame_0000002435_1.jpg
1743 0.619852 -0.0123441 0.674884 -0.400204 -1.85347 2.56556 3.90147 1743 frame_0000002430_1.jpg
1742 0.591554 -0.0138478 0.69699 -0.405063 -1.50758 2.56903 4.01105 1742 frame_0000002425_1.jpg
1741 0.575554 -0.0192689 0.714 -0.39821 -1.32347 2.50663 4.1251 1741 frame_0000002420_1.jpg
1740 0.587002 -0.0364992 0.710083 -0.387142 -1.46533 2.47712 4.096 1740 frame_0000002415_1.jpg
1739 0.603326 -0.0443743 0.695744 -0.387259 -1.65272 2.51817 4.00002 1739 frame_0000002410_1.jpg
1738 0.621641 -0.0527703 0.68105 -0.383339 -1.86033 2.51771 3.90652 1738 frame_0000002405_1.jpg
1737 0.640964 -0.0574041 0.664165 -0.380466 -2.07642 2.51712 3.79602 1737 frame_0000002400_1.jpg
1736 0.653912 -0.0634253 0.655243 -0.372872 -2.21135 2.46626 3.74279 1736 frame_0000002395_1.jpg
1735 0.660416 -0.0780366 0.651017 -0.365975 -2.28428 2.44052 3.70963 1735 frame_0000002390_1.jpg
1734 0.653103 -0.0811132 0.660163 -0.362025 -2.18125 2.40426 3.78078 1734 frame_0000002385_1.jpg
1733 0.644489 -0.0673367 0.668404 -0.365152 -2.06341 2.40152 3.85625 1733 frame_0000002380_1.jpg
1732 0.636161 -0.0529889 0.675389 -0.369243 -1.93539 2.40114 3.91555 1732 frame_0000002375_1.jpg
1731 0.625085 -0.0469652 0.686464 -0.368552 -1.78867 2.37248 4.00223 1731 frame_0000002370_1.jpg
1730 0.622373 -0.044792 0.693208 -0.360706 -1.73876 2.2974 4.05897 1730 frame_0000002365_1.jpg
1729 0.622899 -0.044534 0.693979 -0.358339 -1.7282 2.27402 4.06833 1729 frame_0000002360_1.jpg
1728 0.635344 -0.0505517 0.688802 -0.345449 -1.86353 2.17794 4.05068 1728 frame_0000002355_1.jpg
1727 0.659041 -0.05486 0.66636 -0.344411 -2.1324 2.19375 3.90864 1727 frame_0000002350_1.jpg
1726 0.681803 -0.0399304 0.648512 -0.33613 -2.36953 2.09871 3.81915 1726 frame_0000002345_1.jpg
1725 0.70008 -0.0352945 0.633646 -0.327314 -2.53993 2.01593 3.7137 1725 frame_0000002340_1.jpg
1724 0.710854 -0.0340156 0.626868 -0.317121 -2.64342 1.91823 3.69124 1724 frame_0000002335_1.jpg
1723 0.716905 -0.0360848 0.625176 -0.306431 -2.68812 1.82988 3.69543 1723 frame_0000002330_1.jpg
1722 0.717408 -0.0226092 0.63325 -0.289499 -2.66255 1.62206 3.78992 1722 frame_0000002325_1.jpg
1721 0.711627 -0.00753284 0.640231 -0.289196 -2.55919 1.60851 3.84412 1721 frame_0000002320_1.jpg
1720 0.704231 -0.00604693 0.641271 -0.304622 -2.4298 1.74955 3.83492 1720 frame_0000002315_1.jpg
1719 0.689665 -0.00915292 0.650055 -0.318914 -2.24522 1.88297 3.90328 1719 frame_0000002310_1.jpg
1718 0.687657 -0.00638725 0.6532 -0.316885 -2.19518 1.84921 3.93375 1718 frame_0000002305_1.jpg
1717 0.691106 -0.0128218 0.656139 -0.302802 -2.2017 1.73686 3.95936 1717 frame_0000002300_1.jpg
1716 0.694979 -0.0161202 0.654819 -0.296576 -2.22312 1.68801 3.94921 1716 frame_0000002295_1.jpg
1715 0.704502 -0.0240182 0.642929 -0.29957 -2.29479 1.74728 3.84012 1715 frame_0000002290_1.jpg
1714 0.71111 -0.0271248 0.632558 -0.305707 -2.34719 1.82293 3.76083 1714 frame_0000002285_1.jpg
1713 0.717745 -0.0339425 0.625765 -0.303494 -2.40197 1.82807 3.71614 1713 frame_0000002280_1.jpg
1712 0.726132 -0.0436447 0.61914 -0.295794 -2.47079 1.77843 3.67012 1712 frame_0000002275_1.jpg
1711 0.727703 -0.0458599 0.617913 -0.294159 -2.45936 1.77113 3.66671 1711 frame_0000002270_1.jpg
1710 0.724534 -0.0288107 0.616808 -0.306217 -2.411 1.82769 3.68505 1710 frame_0000002265_1.jpg
1709 0.728579 -0.00815598 0.613679 -0.304145 -2.40305 1.74942 3.67533 1709 frame_0000002260_1.jpg
1708 0.72528 -0.000255225 0.620446 -0.298354 -2.32516 1.6914 3.74584 1708 frame_0000002255_1.jpg
1707 0.72067 -0.00604536 0.62894 -0.291603 -2.23101 1.6551 3.77803 1707 frame_0000002250_1.jpg
1706 0.710513 -0.0133041 0.642539 -0.286598 -2.06238 1.61564 3.84763 1706 frame_0000002245_1.jpg
1705 0.700566 -0.0202403 0.653606 -0.285651 -1.94993 1.62355 3.90998 1705 frame_0000002240_1.jpg
1704 0.715363 -0.0237628 0.639602 -0.280358 -2.08725 1.57965 3.811 1704 frame_0000002235_1.jpg
1703 0.734733 -0.0200083 0.621071 -0.272097 -2.3074 1.50143 3.73275 1703 frame_0000002230_1.jpg
1702 0.759219 -0.00286536 0.598895 -0.25476 -2.57506 1.33181 3.61939 1702 frame_0000002225_1.jpg
1701 0.77976 0.00744995 0.578258 -0.239868 -2.79466 1.19033 3.48297 1701 frame_0000002220_1.jpg
1700 0.789752 0.0159174 0.570947 -0.223735 -2.86772 1.02716 3.42312 1700 frame_0000002215_1.jpg
1699 0.791955 0.0192313 0.572985 -0.210063 -2.8664 0.883674 3.45615 1699 frame_0000002210_1.jpg
1698 0.780373 0.0313444 0.582262 -0.225845 -2.69444 0.998793 3.49695 1698 frame_0000002205_1.jpg
1697 0.770423 0.0215149 0.590038 -0.2405 -2.55499 1.14146 3.5401 1697 frame_0000002200_1.jpg
1696 0.763528 0.0268624 0.593066 -0.254117 -2.46747 1.23546 3.55755 1696 frame_0000002195_1.jpg
1695 0.748162 0.0234953 0.609929 -0.26017 -2.24978 1.29866 3.64569 1695 frame_0000002190_1.jpg
1694 0.72782 0.00227093 0.630415 -0.269908 -1.99135 1.42561 3.74676 1694 frame_0000002185_1.jpg
1693 0.719844 -0.0130587 0.636773 -0.275997 -1.93153 1.51112 3.78466 1693 frame_0000002180_1.jpg
1692 0.724129 -0.0238106 0.633686 -0.27113 -1.96604 1.49931 3.7455 1692 frame_0000002175_1.jpg
1691 0.729408 -0.0272978 0.628626 -0.268419 -2.02734 1.49743 3.71726 1691 frame_0000002170_1.jpg
1689 0.739026 -0.0312768 0.615566 -0.27192 -2.14925 1.55137 3.6352 1689 frame_0000002165_1.jpg
1687 0.746607 -0.032594 0.603161 -0.278769 -2.24197 1.62679 3.55244 1687 frame_0000002160_1.jpg
1685 0.75782 -0.0379008 0.586062 -0.28426 -2.37382 1.70209 3.42469 1685 frame_0000002155_1.jpg
1683 0.767655 -0.0456374 0.571573 -0.28623 -2.4936 1.74533 3.32734 1683 frame_0000002150_1.jpg
1681 0.784733 -0.0507126 0.546438 -0.288147 -2.69678 1.78694 3.15524 1681 frame_0000002145_1.jpg
715 0.949019 -0.0528549 0.254223 -0.17872 -0.0957988 0.395849 0.600641 715 frame_0000000890_3.jpg
714 0.994681 -0.0412962 0.0184701 -0.0925377 1.88921 0.403112 1.23823 714 frame_0000000890_2.jpg
713 0.997429 -0.051708 -0.0406136 0.0285133 1.3671 0.908943 1.19706 713 frame_0000000890_1.jpg
711 0.949194 -0.0397253 0.254166 -0.181254 -0.111113 0.475093 0.640566 711 frame_0000000885_3.jpg
710 0.990198 -0.0230117 0.0742059 -0.116068 1.88701 0.293154 0.957935 710 frame_0000000885_2.jpg
709 0.997095 -0.0464419 -0.0506058 0.0329197 1.34135 0.88181 1.25304 709 frame_0000000885_1.jpg
708 0.973002 -0.0233143 0.209695 -0.0935502 0.692947 0.464759 0.746941 708 frame_0000000880_4.jpg
707 0.951875 -0.0497617 0.241715 -0.181748 -0.200708 0.521487 0.627978 707 frame_0000000880_3.jpg
706 0.985665 0.00308341 0.105987 -0.13123 1.94579 0.138462 0.947364 706 frame_0000000880_2.jpg
705 0.996616 -0.0618035 -0.0378943 0.0387473 1.36436 0.90646 1.23898 705 frame_0000000880_1.jpg
704 0.977557 -0.024499 0.184408 -0.0988764 0.643761 0.53025 0.685114 704 frame_0000000875_4.jpg
703 0.950557 -0.0634693 0.235491 -0.192243 -0.226803 0.492257 0.583647 703 frame_0000000875_3.jpg
702 0.980154 0.00737269 0.132584 -0.147194 1.95963 0.0543349 0.824882 702 frame_0000000875_2.jpg
701 0.997209 -0.0571184 -0.0277909 0.0392438 1.4024 0.935784 1.19983 701 frame_0000000875_1.jpg
700 0.978994 -0.0413699 0.170663 -0.103604 0.537026 0.489226 0.806691 700 frame_0000000870_4.jpg
699 0.957099 -0.0559331 0.21782 -0.18272 -0.278036 0.529078 0.594743 699 frame_0000000870_3.jpg
698 0.974646 0.0189507 0.16103 -0.154196 1.96454 0.000553926 0.747516 698 frame_0000000870_2.jpg
697 0.99859 -0.0308191 -0.0241152 0.0358678 1.42609 0.89432 1.20984 697 frame_0000000870_1.jpg
696 0.977605 -0.0586641 0.171729 -0.106562 0.446515 0.535592 0.78227 696 frame_0000000865_4.jpg
695 0.960426 -0.0857533 0.198977 -0.175033 -0.390551 0.514529 0.560198 695 frame_0000000865_3.jpg
694 0.973933 0.0242335 0.167992 -0.150483 1.95749 0.0517425 0.616468 694 frame_0000000865_2.jpg
693 0.99757 -0.0139793 -0.0470535 0.0494532 1.37327 0.878102 1.2978 693 frame_0000000865_1.jpg
692 0.976851 -0.0582004 0.170299 -0.115645 0.372555 0.517168 0.763141 692 frame_0000000860_4.jpg
691 0.962248 -0.0884543 0.195779 -0.16711 -0.463719 0.47776 0.538013 691 frame_0000000860_3.jpg
690 0.972977 0.019083 0.173913 -0.150684 1.95225 0.0973169 0.50079 690 frame_0000000860_2.jpg
689 0.99616 0.0055948 -0.0646124 0.0588149 1.34296 0.884173 1.43334 689 frame_0000000860_1.jpg
688 0.977585 -0.0495638 0.162148 -0.124817 0.328543 0.507789 0.800525 688 frame_0000000855_4.jpg
687 0.955958 -0.0670124 0.226585 -0.174106 -0.493022 0.44722 0.590672 687 frame_0000000855_3.jpg
686 0.971696 0.00114594 0.166576 -0.167502 1.8774 0.0915532 0.51937 686 frame_0000000855_2.jpg
685 0.993667 0.029531 -0.084846 0.0674896 1.30696 0.82406 1.54441 685 frame_0000000855_1.jpg
684 0.977302 -0.0557863 0.168008 -0.116369 0.289471 0.50728 0.803358 684 frame_0000000850_4.jpg
683 0.952926 -0.0496556 0.240094 -0.178385 -0.477429 0.462326 0.59458 683 frame_0000000850_3.jpg
682 0.975133 -0.00456838 0.146772 -0.165989 1.84299 0.0849355 0.564373 682 frame_0000000850_2.jpg
681 0.993829 0.0188583 -0.0745415 0.079943 1.31445 0.84661 1.4648 681 frame_0000000850_1.jpg
680 0.977252 -0.0464926 0.176271 -0.108376 0.232782 0.511525 0.816873 680 frame_0000000845_4.jpg
679 0.941229 -0.0623139 0.267787 -0.196199 -0.474211 0.462461 0.59904 679 frame_0000000845_3.jpg
678 0.973281 -0.0114616 0.150834 -0.172745 1.79733 0.0844952 0.515041 678 frame_0000000845_2.jpg
677 0.990519 0.00756631 -0.0961752 0.0977974 1.35765 0.965694 1.63954 677 frame_0000000845_1.jpg
676 0.978231 -0.0383984 0.176406 -0.10233 0.192282 0.507148 0.817995 676 frame_0000000840_4.jpg
675 0.922815 -0.0643358 0.298785 -0.234523 -0.466111 0.502546 0.602284 675 frame_0000000840_3.jpg
674 0.967139 -0.0245606 0.164767 -0.192071 1.73692 -0.0622892 0.61586 674 frame_0000000840_2.jpg
673 0.990548 0.00852216 -0.106465 0.0860631 1.31608 0.956838 1.64315 673 frame_0000000840_1.jpg
672 0.976611 -0.0395079 0.17772 -0.114394 0.181531 0.508447 0.826936 672 frame_0000000835_4.jpg
671 0.902913 -0.0471393 0.335574 -0.264416 -0.421583 0.529432 0.646559 671 frame_0000000835_3.jpg
670 0.968314 -0.0059789 0.16249 -0.189549 1.72274 0.0109617 0.478753 670 frame_0000000835_2.jpg
669 0.987931 0.0222287 -0.127538 0.0850386 1.28033 0.913234 1.73695 669 frame_0000000835_1.jpg
668 0.971707 -0.0426154 0.194811 -0.126565 0.162629 0.499233 0.820743 668 frame_0000000830_4.jpg
667 0.888496 -0.034682 0.365234 -0.275636 -0.412786 0.54395 0.719411 667 frame_0000000830_3.jpg
666 0.967212 -0.00548003 0.157764 -0.198953 1.67149 -0.0192167 0.473534 666 frame_0000000830_2.jpg
665 0.984929 0.0356255 -0.148996 0.0802893 1.24912 0.850832 1.84825 665 frame_0000000830_1.jpg
664 0.965303 -0.0481263 0.219576 -0.132896 0.161135 0.503736 0.809378 664 frame_0000000825_4.jpg
663 0.88267 -0.036172 0.376059 -0.279579 -0.433339 0.572777 0.777369 663 frame_0000000825_3.jpg
662 0.965561 -0.0301125 0.175284 -0.189899 1.63695 -0.0665307 0.589785 662 frame_0000000825_2.jpg
661 0.982861 0.0446721 -0.167635 0.0623464 1.28745 0.739738 1.97707 661 frame_0000000825_1.jpg
660 0.958158 -0.0439747 0.243788 -0.143411 0.162484 0.501178 0.806646 660 frame_0000000820_4.jpg
659 0.883945 -0.0350303 0.381134 -0.26861 -0.477865 0.579829 0.821265 659 frame_0000000820_3.jpg
658 0.967712 -0.0143728 0.181196 -0.174629 1.58802 0.0671767 0.410688 658 frame_0000000820_2.jpg
657 0.979834 0.0578076 -0.182915 0.0559161 1.23294 0.693641 2.01374 657 frame_0000000820_1.jpg
656 0.953767 -0.0370105 0.256526 -0.152161 0.15343 0.510998 0.849653 656 frame_0000000815_4.jpg
655 0.886901 -0.0422228 0.375217 -0.266151 -0.53353 0.613289 0.824476 655 frame_0000000815_3.jpg
654 0.965712 -0.0251196 0.188672 -0.176558 1.53268 -0.0345497 0.57039 654 frame_0000000815_2.jpg
653 0.978018 0.0599272 -0.190645 0.059538 1.22694 0.683861 2.05892 653 frame_0000000815_1.jpg
652 0.948676 -0.0440154 0.264722 -0.167327 0.129385 0.527277 0.856739 652 frame_0000000810_4.jpg
651 0.889167 -0.0482906 0.368913 -0.266371 -0.588406 0.647128 0.836739 651 frame_0000000810_3.jpg
650 0.964539 -0.00105704 0.192495 -0.180578 1.49727 0.0361137 0.405672 650 frame_0000000810_2.jpg
649 0.975221 0.0702047 -0.196558 0.0733457 1.19473 0.721167 2.10706 649 frame_0000000810_1.jpg
648 0.948069 -0.0425164 0.275938 -0.15237 0.0818204 0.525171 0.896994 648 frame_0000000805_4.jpg
647 0.89763 -0.0652498 0.353222 -0.255416 -0.670584 0.681454 0.836816 647 frame_0000000805_3.jpg
646 0.962024 -0.040563 0.205079 -0.175522 1.45973 -0.0551013 0.522218 646 frame_0000000805_2.jpg
645 0.974899 0.0677957 -0.196883 0.078821 1.21572 0.697421 2.11243 645 frame_0000000805_1.jpg
644 0.950179 -0.0349144 0.279653 -0.133175 0.0319557 0.528664 0.925217 644 frame_0000000800_4.jpg
643 0.90701 -0.0722869 0.33891 -0.239265 -0.768892 0.641835 0.816224 643 frame_0000000800_3.jpg
642 0.959495 -0.01931 0.227102 -0.165594 1.42043 0.067641 0.306887 642 frame_0000000800_2.jpg
641 0.981937 0.0327095 -0.170379 0.0755029 1.33941 0.818199 2.01869 641 frame_0000000800_1.jpg
640 0.951443 -0.0304722 0.275115 -0.134686 -0.0147186 0.548221 0.952085 640 frame_0000000795_4.jpg
639 0.913398 -0.0687529 0.330221 -0.227885 -0.834701 0.627653 0.806252 639 frame_0000000795_3.jpg
638 0.961295 -0.0194811 0.226741 -0.15531 1.4018 0.15436 0.220391 638 frame_0000000795_2.jpg
637 0.987333 0.00901674 -0.140804 0.0725757 1.48694 0.916632 1.93017 637 frame_0000000795_1.jpg
636 0.95429 -0.0277903 0.259238 -0.146131 -0.0845262 0.579396 1.01219 636 frame_0000000790_4.jpg
635 0.91107 -0.0672643 0.335285 -0.230239 -0.85913 0.634947 0.815474 635 frame_0000000790_3.jpg
634 0.962054 -0.0304911 0.217619 -0.161751 1.34562 0.146431 0.276867 634 frame_0000000790_2.jpg
633 0.98907 0.000198944 -0.128388 0.0725129 1.58266 0.991679 1.90256 633 frame_0000000790_1.jpg
632 0.960168 -0.0431232 0.239647 -0.137069 -0.196635 0.585502 0.969435 632 frame_0000000785_4.jpg
631 0.909126 -0.0724812 0.335432 -0.236053 -0.883475 0.674331 0.836481 631 frame_0000000785_3.jpg
630 0.96231 -0.033862 0.20602 -0.174265 1.30576 0.128216 0.296029 630 frame_0000000785_2.jpg
629 0.98786 0.00443237 -0.134077 0.0783409 1.57576 1.06517 1.92312 629 frame_0000000785_1.jpg
628 0.961747 -0.041397 0.235196 -0.134206 -0.26208 0.587632 0.975399 628 frame_0000000780_4.jpg
627 0.913445 -0.0667223 0.326147 -0.234084 -0.944224 0.703739 0.855426 627 frame_0000000780_3.jpg
626 0.957237 -0.0440468 0.213825 -0.18983 1.2655 0.0733278 0.334611 626 frame_0000000780_2.jpg
625 0.98435 0.02439 -0.158837 0.072322 1.55852 0.950742 2.08578 625 frame_0000000780_1.jpg
624 0.962758 -0.0398082 0.229457 -0.137337 -0.313457 0.610604 0.972947 624 frame_0000000775_4.jpg
623 0.927676 -0.0672499 0.285604 -0.230923 -1.06337 0.725277 0.790584 623 frame_0000000775_3.jpg
622 0.955632 -0.0482984 0.227281 -0.181046 1.2665 0.0832996 0.299512 622 frame_0000000775_2.jpg
621 0.980032 0.0185295 -0.17867 0.0852714 1.5066 1.01558 2.15652 621 frame_0000000775_1.jpg
620 0.966479 -0.0440943 0.213222 -0.136052 -0.387719 0.625861 0.978836 620 frame_0000000770_4.jpg
619 0.943782 -0.0787545 0.245571 -0.206802 -1.17601 0.705274 0.700718 619 frame_0000000770_3.jpg
618 0.951264 -0.0493797 0.250292 -0.173239 1.2193 0.107659 0.255837 618 frame_0000000770_2.jpg
617 0.974857 0.0160827 -0.20158 0.0936022 1.40449 1.05489 2.22101 617 frame_0000000770_1.jpg
616 0.970837 -0.0454297 0.197653 -0.127847 -0.480494 0.607812 0.979943 616 frame_0000000765_4.jpg
615 0.950856 -0.0916964 0.220392 -0.197209 -1.28203 0.681172 0.638644 615 frame_0000000765_3.jpg
614 0.946756 -0.0448027 0.270272 -0.169111 1.18938 0.147419 0.177956 614 frame_0000000765_2.jpg
613 0.97288 0.0197245 -0.208236 0.0987553 1.37336 1.06045 2.22929 613 frame_0000000765_1.jpg
612 0.968324 -0.0441967 0.216063 -0.117095 -0.502048 0.561645 0.99547 612 frame_0000000760_4.jpg
611 0.94754 -0.0980608 0.225081 -0.204671 -1.30879 0.657164 0.657816 611 frame_0000000760_3.jpg
610 0.937446 -0.0452773 0.296691 -0.176405 1.15775 0.113293 0.127535 610 frame_0000000760_2.jpg
609 0.975656 0.0206313 -0.196233 0.0957205 1.45931 1.02964 2.20589 609 frame_0000000760_1.jpg
608 0.96495 -0.0454095 0.233922 -0.109952 -0.533938 0.549618 1.04661 608 frame_0000000755_4.jpg
607 0.939238 -0.0891249 0.251288 -0.216202 -1.29547 0.692913 0.739784 607 frame_0000000755_3.jpg
606 0.931963 -0.0443101 0.312564 -0.178284 1.10273 0.125806 0.109841 606 frame_0000000755_2.jpg
605 0.976968 0.0251423 -0.194127 0.0849476 1.56334 0.992461 2.2561 605 frame_0000000755_1.jpg
604 0.96391 -0.0217694 0.243202 -0.1061 -0.559263 0.547542 1.06378 604 frame_0000000750_4.jpg
603 0.926355 -0.0844798 0.297565 -0.214903 -1.21374 0.634456 0.858783 603 frame_0000000750_3.jpg
602 0.93576 -0.0501779 0.301662 -0.175602 1.05276 0.195037 0.114615 602 frame_0000000750_2.jpg
601 0.976165 0.0140654 -0.203434 0.0742919 1.55313 0.991988 2.27639 601 frame_0000000750_1.jpg
600 0.966536 -0.0144083 0.228547 -0.115615 -0.584587 0.569012 1.00763 600 frame_0000000745_4.jpg
599 0.906427 -0.069974 0.352238 -0.222312 -1.14111 0.695392 1.03214 599 frame_0000000745_3.jpg
598 0.94291 -0.0661851 0.273474 -0.178193 1.01343 0.230817 0.170196 598 frame_0000000745_2.jpg
597 0.977171 0.000399443 -0.199566 0.0728699 1.59926 1.05126 2.266 597 frame_0000000745_1.jpg
596 0.958093 -0.0459002 0.252419 -0.127421 -0.60002 0.543917 1.05867 596 frame_0000000740_4.jpg
595 0.891585 -0.0563506 0.38591 -0.230159 -1.07805 0.739894 1.13245 595 frame_0000000740_3.jpg
594 0.946986 -0.0779883 0.250968 -0.1848 0.947114 0.23413 0.232376 594 frame_0000000740_2.jpg
593 0.980228 -0.00406601 -0.185454 0.0688714 1.68334 1.06629 2.20249 593 frame_0000000740_1.jpg
592 0.950551 -0.0434424 0.278849 -0.12965 -0.591688 0.587767 1.07256 592 frame_0000000735_4.jpg
591 0.880356 -0.0537889 0.407157 -0.237283 -1.05165 0.790688 1.23298 591 frame_0000000735_3.jpg
590 0.951745 -0.0685829 0.232942 -0.187656 0.885979 0.229711 0.323382 590 frame_0000000735_2.jpg
